x,y,p,d
3.5,22842.433713201506,xj,jiejiari
4.5,22585.989347411236,xj,jiejiari
5.5,22597.44515974572,xj,jiejiari
6.5,22830.131844228403,xj,jiejiari
7.5,22927.758636862945,xj,jiejiari
8.5,23208.944633832336,xj,jiejiari
9.5,23612.19615386507,xj,jiejiari
10.5,23981.20580212039,xj,jiejiari
11.5,24214.620883004824,xj,jiejiari
12.5,24536.12520071887,xj,jiejiari
13.5,24013.60885130469,xj,jiejiari
14.5,23698.918767215728,xj,jiejiari
15.5,23872.640555500428,xj,jiejiari
16.5,24095.661442093042,xj,jiejiari
17.5,24092.6348554435,xj,jiejiari
18.5,24300.108005869362,xj,jiejiari
19.5,24603.555158833027,xj,jiejiari
20.5,24819.559584235707,xj,jiejiari
21.5,24559.71215270896,xj,jiejiari
22.5,24423.958706961,xj,jiejiari
23.5,24052.91508806322,xj,jiejiari
0.5,560.0925625129569,xz,gongzuori
1.5,533.6431937134198,xz,gongzuori
2.5,510.96360026994256,xz,gongzuori
3.5,494.6260971363451,xz,gongzuori
4.5,487.1091846259489,xz,gongzuori
5.5,482.0476576613065,xz,gongzuori
6.5,501.9284937546976,xz,gongzuori
7.5,581.4126003726913,xz,gongzuori
8.5,639.2081375124769,xz,gongzuori
9.5,683.3696858197471,xz,gongzuori
10.5,721.7717965288887,xz,gongzuori
11.5,723.1694524998705,xz,gongzuori
12.5,679.2717325776968,xz,gongzuori
13.5,639.3432133841836,xz,gongzuori
14.5,648.2124919251422,xz,gongzuori
15.5,663.7485710380856,xz,gongzuori
16.5,671.2352425830038,xz,gongzuori
17.5,691.0067169249851,xz,gongzuori
18.5,672.0632130515186,xz,gongzuori
19.5,669.6264943609098,xz,gongzuori
20.5,708.3865678738134,xz,gongzuori
21.5,761.4499831829203,xz,gongzuori
22.5,716.145277398173,xz,gongzuori
23.5,634.6761734862466,xz,gongzuori
0.5,552.3398988498187,xz,jiejiari
1.5,524.8978482512741,xz,jiejiari
2.5,509.9145920944201,xz,jiejiari
3.5,492.83593755560986,xz,jiejiari
4.5,480.3767486216492,xz,jiejiari
5.5,488.26539974116366,xz,jiejiari
6.5,504.95712924213893,xz,jiejiari
7.5,564.0866984942826,xz,jiejiari
8.5,617.6739477178464,xz,jiejiari
9.5,650.1442015832861,xz,jiejiari
10.5,659.2827088080718,xz,jiejiari
11.5,668.5542822853486,xz,jiejiari
12.5,625.1793477269363,xz,jiejiari
13.5,606.1919891611108,xz,jiejiari
14.5,619.4258248198507,xz,jiejiari
15.5,613.7264504678054,xz,jiejiari
16.5,615.9210626035665,xz,jiejiari
17.5,639.9909092600499,xz,jiejiari
18.5,648.8401778724715,xz,jiejiari
19.5,671.9798320899727,xz,jiejiari
20.5,738.962160948754,xz,jiejiari
21.5,719.7784613343607,xz,jiejiari
22.5,671.6564314288094,xz,jiejiari
23.5,603.3516165251872,xz,jiejiari
0.5,13776.887896575814,yn,gongzuori
1.5,13420.1851157673,yn,gongzuori
2.5,12990.640180557086,yn,gongzuori
3.5,12877.180497574922,yn,gongzuori
4.5,12794.81702170368,yn,gongzuori
5.5,12770.616594487226,yn,gongzuori
6.5,13609.96920680613,yn,gongzuori
7.5,14917.88146833219,yn,gongzuori
8.5,16457.834639583,yn,gongzuori
9.5,17527.185771336535,yn,gongzuori
10.5,18180.75509493245,yn,gongzuori
11.5,18348.9775557411,yn,gongzuori
12.5,16519.14429138598,yn,gongzuori
13.5,16047.894518271716,yn,gongzuori
14.5,15956.205108732747,yn,gongzuori
15.5,16689.66180763173,yn,gongzuori
16.5,17242.56875744522,yn,gongzuori
17.5,18330.82768643305,yn,gongzuori
18.5,17876.595276672066,yn,gongzuori
19.5,17204.653413463515,yn,gongzuori
20.5,17812.335213362017,yn,gongzuori
21.5,17252.30989189384,yn,gongzuori
22.5,16091.99784757397,yn,gongzuori
23.5,15040.213533409496,yn,gongzuori
0.5,13995.56187962861,yn,jiejiari
1.5,13280.331639979613,yn,jiejiari
2.5,12894.23558893229,yn,jiejiari
3.5,12731.733476081752,yn,jiejiari
4.5,12616.708175485568,yn,jiejiari
5.5,12709.10966854812,yn,jiejiari
6.5,13225.998841688788,yn,jiejiari
7.5,14282.78178902753,yn,jiejiari
8.5,15793.973876571357,yn,jiejiari
9.5,16873.11572984431,yn,jiejiari
10.5,17568.54254378904,yn,jiejiari
11.5,17533.776273373103,yn,jiejiari
12.5,16114.938949457872,yn,jiejiari
13.5,15478.02693741299,yn,jiejiari
14.5,15470.281017734384,yn,jiejiari
15.5,15671.810215582756,yn,jiejiari
16.5,16560.52641232038,yn,jiejiari
17.5,17962.63949660123,yn,jiejiari
18.5,17621.886541417363,yn,jiejiari
19.5,17337.166157461117,yn,jiejiari
20.5,16884.64468661319,yn,jiejiari
21.5,16419.093906115533,yn,jiejiari
22.5,15341.429407498268,yn,jiejiari
23.5,14281.338185560184,yn,jiejiari
0.5,55934.27447154771,zj,gongzuori
1.5,53760.97881056705,zj,gongzuori
2.5,51899.44964389325,zj,gongzuori
3.5,50296.89080168309,zj,gongzuori
4.5,49400.39051630587,zj,gongzuori
5.5,49778.77751572362,zj,gongzuori
6.5,51901.19133755518,zj,gongzuori
7.5,59540.47889731559,zj,gongzuori
8.5,67002.6021520071,zj,gongzuori
9.5,71315.32078652219,zj,gongzuori
10.5,73559.53197678996,zj,gongzuori
11.5,68302.1586806122,zj,gongzuori
12.5,70609.22526284825,zj,gongzuori
13.5,73942.94140320332,zj,gongzuori
14.5,74062.7571910208,zj,gongzuori
15.5,74062.75205329852,zj,gongzuori
16.5,73029.21517648651,zj,gongzuori
17.5,66302.96567918218,zj,gongzuori
18.5,63241.951342730965,zj,gongzuori
19.5,64375.42013058376,zj,gongzuori
20.5,65622.96523781626,zj,gongzuori
21.5,65589.48476382783,zj,gongzuori
22.5,64768.14155991775,zj,gongzuori
23.5,60346.87527875238,zj,gongzuori
0.5,28534.62496959113,zj,jiejiari
1.5,27672.88527174405,zj,jiejiari
2.5,26881.87163474964,zj,jiejiari
3.5,26629.07553363743,zj,jiejiari
4.5,26717.48684187802,zj,jiejiari
5.5,27735.111366478763,zj,jiejiari
6.5,30285.358075456134,zj,jiejiari
7.5,32880.95407651924,zj,jiejiari
8.5,34397.34318717388,zj,jiejiari
9.5,35797.87152246625,zj,jiejiari
10.5,36947.70048231586,zj,jiejiari
11.5,34402.623490527505,zj,jiejiari
12.5,34308.25744614021,zj,jiejiari
13.5,35203.55958284391,zj,jiejiari
14.5,35519.855182957894,zj,jiejiari
15.5,36250.44084415439,zj,jiejiari
16.5,37734.97799046463,zj,jiejiari
17.5,36877.94386663634,zj,jiejiari
18.5,37707.31486386253,zj,jiejiari
19.5,36746.93560855691,zj,jiejiari
20.5,36249.74929357832,zj,jiejiari
21.5,35965.485111106,zj,jiejiari
22.5,35331.108266478914,zj,jiejiari
23.5,32960.64069741076,zj,jiejiari
